cancer	pathway	pathway_size	pc1	pval	es	p.adjust
KIRC	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	21	25.042	0	4.58534657013105	0
KIRC	REACTOME_UNWINDING_OF_DNA	12	28.793	0	4.50602571986422	0
KIRC	REACTOME_METALLOTHIONEINS_BIND_METALS	11	29.001	0	4.48368266269401	0
KIRC	REACTOME_ACTIVATION_OF_C3_AND_C5	7	32.695	0	4.43022243443071	0
KIRC	REACTOME_AMINO_ACID_CONJUGATION	9	29.737	0	4.33405117329302	0
KIRC	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	28.804	0	4.14194994438591	0
KIRC	REACTOME_CHOLINE_CATABOLISM	6	32.72	0	4.14136976622947	0
KIRC	REACTOME_INTERLEUKIN_36_PATHWAY	7	31.479	0	4.05258738861542	0
KIRC	REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	8	29.527	0	3.90219942619236	0
KIRC	REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	12	26.994	0	3.84644659195496	0
KIRC	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5	34.201	0	3.82217705316531	0
KIRC	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	11	26.929	0	3.73290662937365	0
KIRC	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13	25.337	0	3.7223199951393	0
KIRP	REACTOME_ORGANIC_ANION_TRANSPORT	5	51.254	0	7.41629622494245	0
KIRP	REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	14	33.296	0	5.95305939343322	0
KIRP	REACTOME_AMINO_ACID_CONJUGATION	9	34.8	0	5.21003468464638	0
KIRP	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	29.868	0	5.03151218307915	0
KIRP	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	25.394	0	5.01627633075365	0
KIRP	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5	40.85	0	4.95751501497094	0
KIRP	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	25.221	0	4.51697978852961	0
LAML	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	34.299	0	9.58217887723381	0
LAML	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	127	32.116	0	8.91938367783119	0
LAML	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	31.405	0	7.19891217314478	0
LAML	REACTOME_UNWINDING_OF_DNA	12	47.522	0	7.11690455362502	0
LAML	REACTOME_DNA_STRAND_ELONGATION	32	37.139	0	6.68782582008555	0
LAML	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	29.229	0	6.35298812397956	0
LAML	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	28.587	0	5.59482902719008	0
LAML	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	26	35.576	0	5.44858449930396	0
LAML	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116	28.237	0	5.24821516331337	0
LAML	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	27.872	0	5.19129217596701	0
LAML	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	42	32.536	0	5.18270496269905	0
LAML	REACTOME_SELENOAMINO_ACID_METABOLISM	118	28.275	0	5.12562032973961	0
LAML	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	42.585	0	5.08798123208818	0
LAML	REACTOME_METALLOTHIONEINS_BIND_METALS	11	41.334	0	5.04118947337289	0
LAML	REACTOME_RESPONSE_TO_METAL_IONS	14	40.003	0	5.01996151043081	0
LAML	REACTOME_COLLAGEN_DEGRADATION	64	29.85	0	4.92040885505301	0
LAML	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	11	40.62	0	4.83863070908574	0
LAML	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	37	32.107	0	4.80805026181107	0
LAML	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	110	27.778	0	4.74197429129751	0
LAML	REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	40.069	0	4.68231435177172	0
LAML	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	32.664	0	4.64609373545166	0
LAML	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5	47.884	0	4.62794514322165	0
LAML	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	36.757	0	4.47899229217595	0
LAML	REACTOME_POLYMERASE_SWITCHING	14	38.034	0	4.4280881407248	0
LAML	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	28.992	0	4.29897892330346	0
LAML	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	61	29.009	0	4.27808269327778	0
LAML	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	34	31.588	0	4.24387164732262	0
LAML	REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	36	30.825	0	4.18392950287149	0
LAML	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	38.283	0	4.17563374530557	0
LAML	REACTOME_LAGGING_STRAND_SYNTHESIS	20	33.957	0	4.15827290784368	0
LAML	REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	17	34.808	0	4.15253326776411	0
LAML	REACTOME_COLLAGEN_FORMATION	90	27.482	0	4.13910488571381	0
LAML	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13	37.361	0	4.13852252676299	0
LAML	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	30.642	0	4.1288565329561	0
LAML	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	74	28.03	0	4.07843974636948	0
LAML	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	33	31.367	0	4.05501926144603	0
LAML	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30	31.705	0	4.05246130862857	0
LAML	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	44	29.993	0	4.03464108051925	0
LAML	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	37	30.543	0	4.03352699729901	0
LAML	REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	35	30.785	0	4.02620357747182	0
LAML	REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	30.421	0	3.97311022091124	0
LAML	REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	35	30.664	0	3.96798672972008	0
LAML	REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27	31.84	0	3.95414458671774	0
LGG	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	87	33.368	0	8.14799728589762	0
LGG	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	127	30.934	0	7.53750371748887	0
LGG	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19	44.658	0	6.90142404725998	0
LGG	REACTOME_CARDIAC_CONDUCTION	137	29.464	0	6.80001056852453	0
LGG	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21	42.708	0	6.64278755406839	0
LGG	REACTOME_CELL_CELL_COMMUNICATION	128	29.077	0	6.28542302337859	0
LGG	REACTOME_POTASSIUM_CHANNELS	103	30.214	0	6.22968213835528	0
LGG	REACTOME_CELL_JUNCTION_ORGANIZATION	90	30.803	0	6.18840478770777	0
LGG	REACTOME_GLUCURONIDATION	25	38.786	0	6.01504635844434	0
LGG	REACTOME_NEUREXINS_AND_NEUROLIGINS	56	33.087	0	6.00972881015858	0
LGG	REACTOME_PHASE_0_RAPID_DEPOLARISATION	42	34.382	0	5.86015953838863	0
LGG	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	63	32.513	0	5.82673552960809	0
LGG	REACTOME_GABA_RECEPTOR_ACTIVATION	60	31.514	0	5.60995007613261	0
LGG	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51	32.621	0	5.493285114547	0
LGG	REACTOME_LONG_TERM_POTENTIATION	23	38.324	0	5.45016882374111	0
LGG	REACTOME_LGI_ADAM_INTERACTIONS	14	43.51	0	5.40482478061077	0
LGG	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	39.706	0	5.36651308040649	0
LGG	REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21	38.177	0	5.19945887874442	0
LGG	REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	31	34.901	0	5.17106680922912	0
LGG	REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	33	33.855	0	4.89485831474712	0
LGG	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	23	36.268	0	4.77683821594994	0
LGG	REACTOME_TIGHT_JUNCTION_INTERACTIONS	28	34.707	0	4.72648107933729	0
LGG	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	43	31.612	0	4.66938738108737	0
LGG	REACTOME_L1CAM_INTERACTIONS	120	27.157	0	4.48388292770495	0
LGG	REACTOME_DNA_METHYLATION	64	29.387	0	4.46700830736243	0
LGG	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	41.888	0	4.3996655061444	0
LGG	REACTOME_AMYLOID_FIBER_FORMATION	108	27.28	0	4.36535479923369	0
LGG	REACTOME_PD_1_SIGNALING	21	35.491	0	4.34384624976181	0
LGG	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	108	27.214	0	4.31798471656936	0
LGG	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	106	27.4	0	4.28682815580733	0
LGG	REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	21	35.22	0	4.25752047818539	0
LGG	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	30	32.807	0	4.22318463992653	0
LGG	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	33	32.14	0	4.21432869187766	0
LGG	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	94	27.714	0	4.18004105657282	0
LGG	REACTOME_COLLAGEN_DEGRADATION	64	28.778	0	4.1356086536251	0
LGG	REACTOME_ION_HOMEOSTASIS	54	29.48	0	4.11857587068911	0
LGG	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	26.044	0	4.02114232052757	0
LGG	REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	7	44.523	0	4.01344213773809	0
LIHC	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	35.904	0	21.85040822453	0
LIHC	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	30.954	0	21.457115237741	0
LIHC	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	33.09	0	20.5015481000521	0
LIHC	REACTOME_SELENOAMINO_ACID_METABOLISM	118	30.442	0	19.8293081469493	0
LIHC	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116	30.554	0	19.5150347597029	0
LIHC	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	30.565	0	19.2961830080699	0
LIHC	REACTOME_COMPLEMENT_CASCADE	57	30.948	0	14.306592265071	0
LIHC	REACTOME_PD_1_SIGNALING	21	40.486	0	13.3521820566472	0
LIHC	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	32	34.538	0	12.4958958409111	0
LIHC	REACTOME_CHYLOMICRON_REMODELING	10	47.285	0	12.1320759280395	0
LIHC	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	33.105	0	11.6277815458265	0
LIHC	REACTOME_CHYLOMICRON_ASSEMBLY	10	45.985	0	11.6193182623431	0
LIHC	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	27.576	0	11.5609996700243	0
LIHC	REACTOME_METALLOTHIONEINS_BIND_METALS	11	43.273	0	11.0574637569362	0
LIHC	REACTOME_COMPLEX_I_BIOGENESIS	55	27.567	0	10.8429034371763	0
LIHC	REACTOME_DNA_STRAND_ELONGATION	32	31.702	0	10.7778413113507	0
LIHC	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	11	42.182	0	10.6118323246838	0
LIHC	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	71	25.157	0	10.5106636985251	0
LIHC	REACTOME_UNWINDING_OF_DNA	12	41.316	0	10.3706111473809	0
LIHC	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	38	28.905	0	10.0987593109655	0
LIHC	REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	10	41.374	0	9.80060626501531	0
LIHC	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	37	28.532	0	9.6368018150819	0
LIHC	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	24	31.853	0	9.63268405713888	0
LIHC	REACTOME_PEROXISOMAL_LIPID_METABOLISM	29	29.897	0	9.43075851678705	0
LIHC	REACTOME_FATTY_ACIDS	15	36.385	0	9.23169842594841	0
LIHC	REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22	32.283	0	9.16735857458132	0
LIHC	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	27.915	0	8.96124610141652	0
LIHC	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	43	26.788	0	8.89192681969774	0
LIHC	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	19	32.639	0	8.88399128089468	0
LIHC	REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	19	32.508	0	8.81932855425915	0
LIHC	REACTOME_XENOBIOTICS	24	30.305	0	8.78090417391772	0
LIHC	REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22	30.726	0	8.36693415310623	0
LIHC	REACTOME_RESPONSE_TO_METAL_IONS	14	34.458	0	8.31636929646717	0
LIHC	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	34	26.418	0	8.06860194195783	0
LIHC	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	35.863	0	8.03076447830205	0
LIHC	REACTOME_FCGR_ACTIVATION	12	35.297	0	7.91920202546651	0
LIHC	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	37	25.81	0	7.85424880283369	0
LIHC	REACTOME_GLUCURONIDATION	25	27.773	0	7.83422733322441	0
LIHC	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	31.529	0	7.80663336133951	0
LIHC	REACTOME_ACTIVATION_OF_C3_AND_C5	7	40.996	0	7.8031100106404	0
LUAD	REACTOME_PD_1_SIGNALING	21	34.415	0	12.5919588714548	0
LUAD	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10	42.873	0	11.7543954032924	0
LUAD	REACTOME_SURFACTANT_METABOLISM	30	27.438	0	10.7235378604112	0
LUAD	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	27.634	0	10.6436974592158	0
LUAD	REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5	8	41.347	0	10.1753038123927	0
LUAD	REACTOME_CD22_MEDIATED_BCR_REGULATION	5	43.309	0	9.09918616709887	0
LUAD	REACTOME_ORGANIC_ANION_TRANSPORT	5	42.826	0	8.92818168891583	0
LUAD	REACTOME_FCGR_ACTIVATION	12	32.383	0	8.83788326990367	0
LUAD	REACTOME_UNWINDING_OF_DNA	12	29.17	0	7.38854021847561	0
LUAD	REACTOME_INTERLEUKIN_2_SIGNALING	12	29.073	0	7.34478476376396	0
LUAD	REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	14	27.348	0	7.11549062472473	0
LUAD	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	30.24	0	7.11513011410425	0
LUSC	REACTOME_PD_1_SIGNALING	21	28.678	0	8.89383552715758	0
LUSC	REACTOME_ORGANIC_ANION_TRANSPORT	5	44.207	0	8.40493712594142	0
LUSC	REACTOME_INTERLEUKIN_36_PATHWAY	7	40.013	0	8.38856867349612	0
LUSC	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10	34.527	0	8.1469965878785	0
LUSC	REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	11	32.274	0	7.36207214861436	0
LUSC	REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5	8	34.926	0	7.13651633929848	0
LUSC	REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6	36.123	0	7.02748611609067	0
LUSC	REACTOME_UNWINDING_OF_DNA	12	28.746	0	6.57966892382547	0
LUSC	REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	29.898	0	6.45291406125054	0
LUSC	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	29.725	0	6.3867169446201	0
LUSC	REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	6	33.351	0	6.07788397432975	0
LUSC	REACTOME_FCGR_ACTIVATION	12	25.83	0	5.39269974715908	0
LUSC	REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	9	26.783	0	5.36982156837606	0
MESO	REACTOME_PD_1_SIGNALING	21	32.267	0	8.68469769458241	0
MESO	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	27.048	0	7.49457913944735	0
MESO	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	35.757	0	6.91383965556135	0
MESO	REACTOME_FCGR_ACTIVATION	12	32.228	0	6.17276924943782	0
MESO	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	22	27.203	0	6.0572104574705	0
MESO	REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	16	28.291	0	5.5091828486173	0
MESO	REACTOME_ACTIVATION_OF_C3_AND_C5	7	34.402	0	5.20186219016018	0
MESO	REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	8	31.488	0	4.73938122042405	0
MESO	REACTOME_ORGANIC_ANION_TRANSPORT	5	36.054	0	4.61513672003356	0
MESO	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	17	25.887	0	4.60902425979967	0
MESO	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	29.192	0	4.4432953056967	0
MESO	REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	8	30.112	0	4.29461143087857	0
MESO	REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	8	30.023	0	4.26584361745593	0
MESO	REACTOME_IRAK4_DEFICIENCY_TLR2_4	10	28.58	0	4.23747183126493	0
MESO	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	14	25.738	0	4.1811323785027	0
MESO	REACTOME_OAS_ANTIVIRAL_RESPONSE	9	27.443	0	3.87977834993952	0
OV	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	127	25.555	0	41.7453392946252	0
OV	REACTOME_PD_1_SIGNALING	21	40.572	0	29.7442758846575	0
OV	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	33.032	0	28.1226955286126	0
OV	REACTOME_INTERLEUKIN_10_SIGNALING	45	25.245	0	23.142548864902	0
OV	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	39.962	0	17.9435282097713	0
OV	REACTOME_FCGR_ACTIVATION	12	35.924	0	17.6947047597057	0
PAAD	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	27.258	0	9.74236768612996	0
PAAD	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	21	42.615	0	9.43030677807814	0
PAAD	REACTOME_ELASTIC_FIBRE_FORMATION	45	33.912	0	9.36913811437236	0
PAAD	REACTOME_ECM_PROTEOGLYCANS	76	30.084	0	9.2832610321537	0
PAAD	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	31.639	0	9.08747771711866	0
PAAD	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	84	28.983	0	8.89991033108013	0
PAAD	REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	38	34.255	0	8.87371406995779	0
PAAD	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	32.98	0	8.53801839298217	0
PAAD	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	61	29.578	0	8.15000715679651	0
PAAD	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30	34.364	0	7.57897241943773	0
PAAD	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	8	48.046	0	7.53068328621058	0
PAAD	REACTOME_COLLAGEN_DEGRADATION	64	28.59	0	7.26658814359967	0
PAAD	REACTOME_COLLAGEN_FORMATION	90	26.532	0	6.91662660989976	0
PAAD	REACTOME_LAMININ_INTERACTIONS	30	32.655	0	6.77162467964253	0
PAAD	REACTOME_DNA_STRAND_ELONGATION	32	31.476	0	6.7029476871843	0
PAAD	REACTOME_SYNDECAN_INTERACTIONS	27	33.1	0	6.66401680855811	0
PAAD	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	30.617	0	6.33090266426832	0
PAAD	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	67	26.558	0	6.29081782772467	0
PAAD	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	44	28.923	0	6.23461130509884	0
PAAD	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	67	26.476	0	6.23145696074918	0
PAAD	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	37	29.635	0	6.11016314441208	0
PAAD	REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	8	42.652	0	6.04903162314769	0
PAAD	REACTOME_MET_PROMOTES_CELL_MOTILITY	41	28.714	0	5.94550185685114	0
PAAD	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	38	28.482	0	5.69773541490888	0
PAAD	REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	16	35.05	0	5.65116967268878	0
PAAD	REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	8	39.709	0	5.24063324635977	0
PAAD	REACTOME_UNWINDING_OF_DNA	12	35.751	0	5.19453895171165	0
PAAD	REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	8	39.529	0	5.19118992056234	0
PAAD	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	45.9	0	5.17299692474951	0
PAAD	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	17	32.326	0	5.12973582659918	0
PAAD	REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	33	28.247	0	5.11052243499797	0
PAAD	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62	25.173	0	5.03833402926998	0
PAAD	REACTOME_SIGNALING_BY_PDGF	58	25.711	0	4.99619733274057	0
PCPG	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	127	27.252	0	9.8444623182939	0
PCPG	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	63	25.244	0	5.46217027712404	0
PCPG	REACTOME_GLUCURONIDATION	25	29.623	0	5.21633339118839	0
PCPG	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	11	35.235	0	4.9222866705652	0
PCPG	REACTOME_PHASE_0_RAPID_DEPOLARISATION	42	25.202	0	4.41064894160605	0
PCPG	REACTOME_TIGHT_JUNCTION_INTERACTIONS	28	26.857	0	4.37670639158646	0
PCPG	REACTOME_DNA_STRAND_ELONGATION	32	26.593	0	4.34613418781627	0
PCPG	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	23	27.737	0	4.29079769519937	0
PCPG	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	25.646	0	4.24452382569575	0
PCPG	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	30.2	0	4.14455414507616	0
PCPG	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	25.12	0	4.12068812489326	0
PCPG	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	30	26.483	0	4.11432378234142	0
PCPG	REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	5	38.723	0	4.11101907696071	0
PCPG	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10	32.995	0	4.03762751788297	0
PCPG	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	29.021	0	4.03172812808471	0
PCPG	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	32.852	0	3.99757292033673	0
PCPG	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5	38.222	0	3.99634476703709	0
PCPG	REACTOME_INTERLEUKIN_36_PATHWAY	7	35.86	0	3.91212622095127	0
PCPG	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	25.644	0	3.91007750234335	0
PCPG	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	25.862	0	3.89435064076763	0
PCPG	REACTOME_UNWINDING_OF_DNA	12	30.794	0	3.83240260188149	0
PCPG	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	26	26.037	0	3.75403649004085	0
PCPG	REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	31.186	0	3.74180878184225	0
PCPG	REACTOME_G0_AND_EARLY_G1	27	25.333	0	3.5157811593575	0
PCPG	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	30	25.119	0	3.49308815406965	0
